Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
dž	ɖʐ	C	Consonant	6	U+0064 U+017E	"dželu,ma-dudži mamvula,madžwi"	h16gntandu,h32suku,h41mbala
dʒ	dʒ	T	Consonant	250	U+0064 U+0292	"dʒini,ewondʒo,yedʒi"	a27malimba,a34benga,a41barombikang,a42abo,a43abasaa,a45nyokon,a462yambeta,a75afangbitam,a75afangminvoul,a803shiwa,a85bbekwilmakokou,aghemgrassfields,b11ampongwe,b11borungu,b11cgalwa,b11fenenga,b203samaye,b204ndambomoli,b204ndambomomassoukou,b204ndambomombadi,b21seki,b23mbangwe,b24wumbvu,b251shake,b252mahongwe,b25kota,b43punu,b501wanzimo,b503vili,b52nzebi,b53tsaangipoungi,b601lempini,b602kaninginord,b602kaningisud,b62mbaama,b63ndumu,b701atsitsege,b71aletekeleconi,b71atekedj,b71atekeos,h12civilicongo,komgrassfields,l221lwalwa,okugrassfields
dʰ	dʰ	T	Consonant	1	U+0064 U+02B0	"ndʰo:"	a81kwasio
dʳ	ɖ	T	Consonant	11	U+0064 U+02B3	"m̀ndʳu,ndʳá,ŋkóndʳo"	g44angazija,g44bndzwani,g44dmaore
dʷ	dʷ	T	Consonant	2	U+0064 U+02B7	"dʷ-ɛ́lɛ,dʷəˤ"	a81kwasio,b81tiene
dʸ	dʲ	T	Consonant	9	U+0064 U+02B8	"ku-dʸa,kudʸa,ukudʸa"	g31zigua,g32doe,g32kwere,g33zaramo,g34nguungulu,jd64shubi,jd65hangaza,jd66kiha,p22mwera
d˺	d˺/d	T	Consonant	19	U+0064 U+02FA	"mbùmwêd˺,mwɛ̌ntùd˺,è-hìd˺"	a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba
d̪	d̪	T	Consonant	22	U+0064 U+032A	"l̪ɷ̀-d̪ád̪á,ond̪o,ǹn̪d̪ù"	d33nyali,g412mwiini,g41bajuni,g42aamu,g44angazija,r31herero,s21venda
d™	dʰ	T	Consonant	6	U+0064 U+2122	"-d™ivha,l™it™ad™ulu,nd™ala"	s21venda
e:	eː	E	Vowel	9	U+0065 U+003A	"-bye:li,-ze:u,kute:ma"	b77bfumu,e51kikuyu,l33lubashaba,l51salampasu,m42bemba
eː	eː	E	Vowel	3	U+0065 U+02D0	"(i)riɲeːro,-βeːβya,ŋgiteː solo"	e55kamba,je43kuria
e̍	e̍/e	E	Vowel	11	U+0065 U+030D	"-he̍:nde̍,íbe̍,útwe̍"	c71tetela,moghamograssfields,r11umbundu
e̤	e̤/e	E	Vowel	5	U+0065 U+0324	"mve̤ṅ,nsé̤le̤k-mi,oke̤ṅ-a"	a72aewondo
e̱	e̱/e	E	Vowel	9	U+0065 U+0331	"dise̱,ne̱i,é̱ne̱"	a24duala,a72aewondo
e᷄	e᷄/e	E	Vowel	1	U+0065 U+1DC4	"fe᷄"	komgrassfields
fʷ	f w	B W	Consonant Consonant	1	U+0066 U+02B7	"orufʷili"	je25jita
fʸ	fʲ	B	Consonant	1	U+0066 U+02B8	"fʸʊwʊ"	n11manda
gʱ	gʱ	K	Consonant	1	U+0067 U+02B1	"ŋgʱóɦé"	s53tsonga
gʲ	gʲ	K	Consonant	1	U+0067 U+02B2	"gʲɔ̀bɔ̀"	a93kako
gʷ	gʷ	K	Consonant	8	U+0067 U+02B7	"gʷenenda,gʷəˤ,mgʷaʃi"	a81kwasio,e65gweno,f32nyaturuwil,je25jita,m21ndali
gʸ	gʲ	K	Consonant	1	U+0067 U+02B8	"mnengʸe"	e64kahe
g˺	g˺/g	K	Consonant	10	U+0067 U+02FA	"mə̀tùtàg˺,nzyɔ̀g˺,ɲjòg˺"	a15cakossi,a15cmkaa,a15manenguba
g̥	g̊	K	Consonant	2	U+0067 U+0325	"iyɔ-g̥h,to-g̥h"	tivtivoid
hʷ	hʷ	H	Consonant	1	U+0068 U+02B7	"ku-hʷena wa mali"	p23simakonde
i:	iː	I	Vowel	20	U+0069 U+003A	"di:fǔ,di:zìna,ùdyúi:kà"	a81kwasio,b23mbangwe,e622cvunjo,e623akiseri,h111hangala,l33lubashaba,l35sanga
iˀ	iˀ	I	Vowel	1	U+0069 U+02C0	"jiˀ"	a141lefo
iː	iː	I	Vowel	4	U+0069 U+02D0	"iriːhi,iːðɔ,mutiːŋgɔ́ɛ"	b82buma,e51kikuyu,e55kamba,je43kuria
i̋	i̋/i	I	Vowel	3	U+0069 U+030B	"-bi̋le,hasi̋,umu-twi̋"	d55buyu,m52lala,m64tonga
i̍	i̍/i	I	Vowel	8	U+0069 U+030D	"l̪ìɓɛ́:l̪i̍,íwíli̍,ósi̍tú"	c71tetela,d33nyali,h16gntandu,r11umbundu
i̥	i̥/i	I	Vowel	1	U+0069 U+0325	"iji̥"	tivtivoid
i̧	i̧/i	I	Vowel	23	U+0069 U+0327	"ki̧lwangi̧,nsi̧ngá,si̧ndá"	c32bobangi,d28holoholo,d32birabunia,d43nyanga,d55buyu
i̪	i̪/i	I	Vowel	3	U+0069 U+032A	"kw-íy-i̪ -iyi̪,múzi̪"	l32kanyok
i̱	i̱/i	I	Vowel	14	U+0069 U+0331	"dagi̱,i̱kuu̱l,i̱nyo̭n"	tivtivoid
i͞	i͞/i	I	Vowel	1	U+0069 U+035E	"bi͞a"	njengrassfields
i᷇	i᷇/i	I	Vowel	2	U+0069 U+1DC7	"ji᷇"	a41barombikang,a42abo
j̀	j̀/j	J	Consonant	1	U+006A U+0300	"ìnjej̀"	moghamograssfields
j̍	j̍/j	J	Consonant	1	U+006A U+030D	"j̍úlu"	d12lengola
kʰ	kʰ	K	Consonant	23	U+006B U+02B0	"ikʰóʈo,kʰiŋgo,makʰúra"	a151nkongho,e72agiryama,g412mwiini,g41bajuni,g42aamu,g43kae,h16flaadi,p22mwera,p31emakhua,p31gikorovere,s53tsonga
kʷ	kʷ	K	Consonant	18	U+006B U+02B7	"kʷəˤ mãŋgʷaɣa,kʷɛ̂k,íkʷè"	a122bakundu,a81kwasio,f25bungu,f31nyiramba,je25jita,m28lambya,moghamograssfields,n13matengo,njengrassfields,p11ndengeleko,p12rufiji,p25mabia
kʸ	kʲ	K	Consonant	2	U+006B U+02B8	"akʸɛ,ekʸalo"	a61ngoroasom,je22haya
kˊ	kˊ/k	K	Consonant	1	U+006B U+02CA	"ìtɛ́kˊ"	njengrassfields
k˺	k˺/k	K	Consonant	1	U+006B U+02FA	"fɔ́k˺"	a151nkongho
k’	kʼ	K	Consonant	6	U+006B U+2019	"k’ééða,muk’wáná,ɲók’á"	e701elwana,s41xhosa,s42zulu,s53tsonga
lʷ	lʷ	L	Consonant	5	U+006C U+02B7	"luta lʷa maɣulu,lʷɔ,lʷəˤ"	a81kwasio,f24kimbu,g61sangu,g66wanji
lʸ	lʲ	L	Consonant	54	U+006C U+02B8	"ilʸino,lʸa,lʸanga"	e621bmachame,e621dkibosho,e622clema,e622cmamba,e622cvunjo,f25bungu,f32nyaturucha,g62hehe,g64pangwa,g65kinga,jd67kivinza,je11runyoro,je12rutooro,je16lusoga,je17gwere,je21runyambo,je22haya,je23zinza,je24kerebe,je25jita,je25kilegi,je25mkwaya,je31lumasaaba,je32luyia,je34samialugwe,m11pimbwe,m12lungwa,m13fipa,m14rungu,m15mambwe,m21ndali,m21wanda,m22namwanga,m23nyiha,m24malila,m25safwa,m28lambya,m31nyakyusa,n12ngoni,n14mpoto,p11ndengeleko,p14ngindo,p21yao,p23simakonde,p25mabia
lˀ	lˀ	L	Consonant	3	U+006C U+02C0	"dólˀ,mbólˀ,mwalˀ"	a15ambuu
l̍	l̍/l	L	Consonant	1	U+006C U+030D	"-l̍"	l32kanyok
l̠	l̠/l	L	Consonant	1	U+006C U+0320	"úkɩ̠̍l̠á̠"	r11umbundu
l̪	l̪	L	Consonant	40	U+006C U+032A	"iʃkíl̪o,l̪uma,ul̪óoŋgo"	d33nyali,g412mwiini
l̰	l̰/l	L	Consonant	1	U+006C U+0330	"kagl̰a buŋ"	bilejarawan
lᶣ	lᶣ	L	Consonant	2	U+006C U+1DA3	"lopósó lᶣóonto,lopósó lᶣóoté"	c61ekonda
l™	lʰ	L	Consonant	2	U+006C U+2122	"l™in™o,l™it™ad™ulu"	s21venda
m:	mː	M	Consonant	1	U+006D U+003A	"m:và"	c322zamba
mʰ	mʰ	M	Consonant	4	U+006D U+02B0	"mʰani,mʰeho,mʰene"	g12kagulu
mʷ	m w	M W	Consonant Consonant	17	U+006D U+02B7	"mʷaa,mʷə̀híŋ,omʷongo"	a44tunen,a81kwasio,c34sakata,e54tharaka,e55kambakitu,e55kambamach,g32doe,g35luguru,je25jita,je45nata,n13matengo,p14ngindo,p23simakonde
m̀	m̀/m	M	Consonant	66	U+006D U+0300	"m̀-pɛ̀:tà,m̀myɛ̀l,ɔtɔ́ɔ̀ dzĭm̀"	a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a22bakweri,a462yambeta,a621nubaca,a62anukalonge,a62bmmala,a62clibie,a63mangisa,b23mbangwe,b865nzadi,bwazzajarawan,c43abaati,c44bwa,c76ombo,c81dengese,d14enya,d24songola,dugurijarawan,e622akimochi,e65gweno,g44angazija,kulungjarawan,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields
m̄	m̄/m	M	Consonant	5	U+006D U+0304	"m̄dóŋ,m̄və́l,īɣúm̄"	d311bila,okugrassfields
m̥	m̥	M	Consonant	1	U+006D U+0325	"tḁ ca-m̥"	tivtivoid
m̩	m̩	M	Consonant	15	U+006D U+0329	"m̩pɛmbɛ,m̩pɛpɛ,m̩wɛnɛ"	a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,b22bkoya,b22bngom,b32kande
m̭	m̭/m	M	Consonant	1	U+006D U+032D	"mɔm̭"	tivtivoid
nʰ	nʰ	N	Consonant	3	U+006E U+02B0	"munʰu,nʰembo,nʰoŋgo"	g12kagulu
nʱ	nʱ	N	Consonant	2	U+006E U+02B1	"-nʱaru,nʱùmbù"	s51tshwa,s53tsonga
nʷ	nʷ	N	Consonant	1	U+006E U+02B7	"omunʷa"	je25jita
nˊ	nˊ/n	N	Consonant	6	U+006E U+02CA	"fìnə̀nˊ,ìkúonˊ,īɥínˊ"	komgrassfields,moghamograssfields,njengrassfields
n̂	n̂/n	N	Consonant	10	U+006E U+0302	"akon̂,énon̂,ôken̂"	a74abulu
n̍	n̍/n	N	Consonant	4	U+006E U+030D	"-n̍ we,n̍ gonzi,n̍ hwétí"	m64tonga,s51tshwa,s53tsonga
n̏	n̏/n	N	Consonant	1	U+006E U+030F	"mōːn̏dȍ"	e55kamba
n̥	n̥	N	Consonant	3	U+006E U+0325	"iwə-n̥,mo-n̥,tin̥di"	tivtivoid
n̩	n̩	N	Consonant	21	U+006E U+0329	"n̩-ya,n̩na,n̩no"	a75afangbitam,a75afangmedouneu,a75afangminvoul,b32kande
n̪	n̪	N	Consonant	15	U+006E U+032A	"mun̪u,un̪ee,usin̪diði"	g412mwiini,g41bajuni,g42aamu,s21venda
n™	nʰ	N	Consonant	3	U+006E U+2122	"lun™anga,l™in™o,n™owa"	s21venda
o:	oː	U	Vowel	7	U+006F U+003A	"l-ǒo:k-à,to:lo,ɛfyo:l"	a81kwasio,c322zamba,c34sakata,h111hangala,h11beembe,m42bemba
oː	oː	U	Vowel	4	U+006F U+02D0	"koːaa,nzoː,omoːnto"	b86dinga,e55kamba,je401ngoreme
o̍	o̍/o	U	Vowel	9	U+006F U+030D	"lòko̍mbó,so̍ló,éko̍vá"	c71tetela,c85wongo,r11umbundu
o̭	o̭/o	U	Vowel	2	U+006F U+032D	"i̱nyo̭n,nombo̭r"	tivtivoid
o̱	o̱/o	U	Vowel	18	U+006F U+0331	"iso̱n,ngo̱n,njo̱u"	a24duala,a72aewondo,tivtivoid
o᷅	o᷅/o	U	Vowel	1	U+006F U+1DC5	"hy-o᷅n"	a15cakossi
o᷆	o᷆/o	U	Vowel	1	U+006F U+1DC6	"lo᷆m"	okugrassfields
pH	pʰ	P	Consonant	1	U+0070 U+0048	"pHepo"	s16kalanga
pʰ	pʰ	P	Consonant	19	U+0070 U+02B0	"epʰéyo,ipʰéyo,pʰura"	a151nkongho,e71aupperpokomo,e72agiryama,e73digo,g23sambaa,g41bajuni,g42aamu,g43kae,p31emakhua,p31gikorovere,s31tswana
pʸ	pʲ	P	Consonant	1	U+0070 U+02B8	"apʸe"	m25safwa
pˊ	pˊ/p	P	Consonant	1	U+0070 U+02CA	"mèlə́pˊ"	njengrassfields
p’	pʼ	P	Consonant	1	U+0070 U+2019	"ɲimp’í"	s53tsonga
qʰ	qʰ	K	Consonant	1	U+0071 U+02B0	"qʰwèdí"	s31tswana
rʸ	rʲ	R	Consonant	7	U+0072 U+02B8	"kurʸa,okurʸa,uku-rʸa"	f33langi,jd62rundi,je13runyankore,je14rukiga,je402ikizu,je404shasi,je43kuriatari
r̃	r̃	R	Consonant	6	U+0072 U+0303	"mbur̃a,mur̃ur̃a,yibar̃i"	c85wongo
r̋	r̋/r	R	Consonant	2	U+0072 U+030B	"r̋ou,r̋ubuyu"	c85wongo
r̥	r̥	R	Consonant	10	U+0072 U+0325	"-r̥úma,ko-r̥,ŋgu-r̥"	e71aupperpokomo,s53tsonga,tivtivoid
r̭	r̭/r	R	Consonant	1	U+0072 U+032D	"iyor̭"	tivtivoid
sʷ	sʷ	S	Consonant	2	U+0073 U+02B7	"ku-sʷetula,sʷɛn"	a81kwasio,g66wanji
sʸ	sʲ	S	Consonant	5	U+0073 U+02B8	"isʸetʷa,lisʸa,mgosʸa"	e55kambakitu,e55kambamach,f23sumbwa,je25jita,je31lumasaaba
s̆	s̆/s	S	Consonant	1	U+0073 U+0306	"nns̆ɛm(m)bo"	c85wongo
s̍	s̍/s	S	Consonant	1	U+0073 U+030D	"mə́ s̍ìí"	a54tibea
s̪	s̪	S	Consonant	1	U+0073 U+032A	"-s̪ú̧ku̧"	d55buyu
tH	tʰ	T	Consonant	2	U+0074 U+0048	"tHatu,tHu"	s16kalanga
ts	ts	C	Consonant	442	U+0074 U+0073	"membe tsa njofu,tsɛmbɛ,tsɩ̀là"	a601tuki,a72aewondo,a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,a81kwasio,aghemgrassfields,b11ddyumba,b11fenenga,b201ndasa,b202sigu,b21seki,b23mbangwe,b24wumbvu,b301viya,b302himba,b304pinzi,b305vove,b31tsogo,b32kande,b404ngubi,b41shira,b42sangumb,b42sangumi,b43punu,b44lumbu,b501wanzie,b501wanzimo,b503vili,b51duma,b51dumala,b52nzebi,b53tsaangipoungi,b602kaninginord,b63ndumu,b71aibtekeibalicongo,b71aletekeleconi,b71atekedj,b77bfumu,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b862lwel,b863pindi,b864ngong,b865nzadi,b86dinga,b86dzing,c24koyo,c25mboshi,c323mpama,c34sakata,c61mongo,c85wongo,d331bvanuma,d55buyu,e622akimochi,e622clema,e622cmamba,e622cvunjo,g33zaramo,g35luguru,g36kami,g65kinga,h11beembe,h131kisundicongokimongo1988,h13kikunyi1989,h16bkindibu2013,h16cilinji,h16cizobe,h16cyombe,h16flaadi,h16gkimpangu2012,h16gntandu,h16hkinkanu2012,h16kimbatangidinga,h16kimbeko,h31yaka,h321soonde,h32suku,h42hunganna,jd62rundi,jd64shubi,jd65hangaza,jd67kivinza,je13runyankore,je16lusoga,je31lumasaaba,je32luyia,je41maragoli,je43kuria,l11pende,l23songe,l52lunda,n31chewa,n42kunda,r22ndonga,s11shona,s16kalanga,s21venda,s311shekgalagari,s31tswana,s41xhosa,s42zulu,s51tshwa,s53tsonga,tivtivoid
tš	ʈʂ	C	Consonant	3	U+0074 U+0161	"tšiiŋgu,tšini,tšwiiyah"	h32suku,h41mbala
tɬ	tɬ	T	Consonant	9	U+0074 U+026C	"tɬà,tɬàpɩ̀,tɬʊ̀χà"	s31tswana
tʃ	tʃ	T	Consonant	266	U+0074 U+0283	"motʃwe,ntʃyemi,tʃuku"	a27malimba,a33ayasa,a41barombikang,a42abo,a43abasaa,a621nubaca,a62bmmala,a62clibie,a803shiwa,a85bbekwilmakokou,a85bbekwilmv,aghemgrassfields,b11ampongwe,b11borungu,b11cgalwa,b11fenenga,b203samaye,b204ndambomoli,b204ndambomomassoukou,b21seki,b22akele,b22bkoya,b22bngom,b22emwesa,b24wumbvu,b251shake,b252mahongwe,b25kota,b32kande,b501wanzimo,b503vili,b51dumala,b52nzebi,b53tsaangipoungi,b601lempini,b602kaninginord,b602kaningisud,b62mbaama,b63ndumu,b701atsitsege,b71aletekeleconi,b71atekedj,b71atekeos,b77bfumu,b85dnsongo,f21sukuma,g51pogoro,g52ndamba,h12civilicongo,jd64shubi,je21runyambo,je22haya,je23zinza,je34samialugwe,je401ngoreme,komgrassfields,l33lubashaba,m11pimbwe,m21ndali,m21wanda,m22namwanga,n12ngoni,okugrassfields,p22mwera,s21venda,s311shekgalagari,s31tswana,s41xhosa,s42zulu,s44ndebele
tʰ	tʰ	T	Consonant	28	U+0074 U+02B0	"pénètʰì,tʰèrè,tʰʊ̀"	a61ngoroasom,a85bbekwilmakokou,e65gweno,e72agiryama,e73digo,g23sambaa,g412mwiini,g42aamu,g43kae,je31cbukusu,komgrassfields,p31gikorovere,s311shekgalagari,s31tswana,s41xhosa,s42zulu
tʳ	ʈ	T	Consonant	17	U+0074 U+02B3	"mntʳuɓaɓá,tʳúmbo,tʳúntʳu"	g44angazija,g44bndzwani,g44dmaore
tʷ	tʷ	T	Consonant	10	U+0074 U+02B7	"omutʷe,sʸetʷa,tʷɛl"	a81kwasio,e53meruimenti,e53merutig,e541chuka,e54tharaka,e55kambakitu,e55kambamach,je25jita
tˊ	tˊ/t	T	Consonant	3	U+0074 U+02CA	"mə̀wútˊ,àžǘtˊ,ìbə́tˊ"	njengrassfields
t̪	t̪	T	Consonant	25	U+0074 U+032A	"cɩ́-t̪iya,et̪upa,t̪aano"	e701elwana,e72agiryama,g412mwiini,g41bajuni,g42aamu,k15mbunda,p31gikorovere,r31herero
t’	tʼ	T	Consonant	6	U+0074 U+2019	"-ɬánt’a,mbút’i,mut’i"	s53tsonga
t™	tʰ	T	Consonant	3	U+0074 U+2122	"-t™anu,l™it™ad™ulu,t™hoho"	s21venda
u:	uː	Y	Vowel	17	U+0075 U+003A	"mu:lù,mu:ti,uku:lu"	b22akele,b22bngom,b77bfumu,g62hehe,h111hangala,l33lubashaba,m42bemba,m54lamba
uː	uː	Y	Vowel	5	U+0075 U+02D0	"mbuːr,muːr,otuːka"	b82buma,b84mbunda,b85yanzi
u̍	u̍/u	Y	Vowel	6	U+0075 U+030D	"l̪ɷ̀nd̪úl̪u̍,mvu̍lá,ómu̍má"	c71tetela,d33nyali,r11umbundu
u̥	u̥/u	Y	Vowel	5	U+0075 U+0325	"ahu̥,usu̥,u̥ŋgwa̱"	tivtivoid
u̧	u̧/u	Y	Vowel	8	U+0075 U+0327	"-s̪ú̧ku̧,ku̧lí̧,ndu̧lu̧"	d32birabunia,d55buyu
u̪	u̪/u	Y	Vowel	3	U+0075 U+032A	"dífu̪,kákábu̪,kúfu̪"	l32kanyok
u̱	u̱/u	Y	Vowel	10	U+0075 U+0331	"i̱gbu̱du̱,pu̱ru̱gh,u̱tar"	tivtivoid
u͞	u͞/u	Y	Vowel	1	U+0075 U+035E	"èku͞on"	njengrassfields
v:	vː	B	Consonant	1	U+0076 U+003A	"kēv:ə́"	okugrassfields
vʷ	v w	B W	Consonant Consonant	1	U+0076 U+02B7	"mvʷiy"	c34sakata
v́	v́/v	B	Consonant	1	U+0076 U+0301	"w-iv́va"	p31gikorovere
v̱	v̱/v	B	Consonant	1	U+0076 U+0331	"iv̱o"	tivtivoid
w̃	w̃	W	Consonant	11	U+0077 U+0303	"orɛw̃a,ow̃anto,ɲaw̃a"	b11ampongwe
w̎	w̎/w	W	Consonant	1	U+0077 U+030E	"mʌ̀ŋɡw̎í"	mungakagrassfields
w̪	w̪/w	W	Consonant	1	U+0077 U+032A	"-tsw̪-"	d55buyu
yˀ	j ʔ	J H	Consonant Consonant	3	U+0079 U+02C0	"tɛ̀yˀ,ɛ̀-hěyˀ,ɛ̀-sǐyˀ"	a15cmkaa
zʷ	zʷ	S	Consonant	1	U+007A U+02B7	"nzʷəˤ"	a81kwasio
z̀	z̀/z	S	Consonant	1	U+007A U+0300	"nz̀a"	c104aka
´n	´n/n	N	Consonant	2	U+00B4 U+006E	"am´na,´n-cúwa"	n31chewa,p31emakhua
à:	à:/aː	A	Vowel	14	U+00E0 U+003A	"dyà:là,dà:ŋɔ̀,tà:ɲí"	b202sigu,b21seki,c322zamba,c81dengese,l33lubashaba,m42bemba
àʷ	à/a w	A W	Vowel Consonant	1	U+00E0 U+02B7	"ndàʷ"	a42abo
àˀ	àˀ/aˀ	A	Vowel	4	U+00E0 U+02C0	"lè-byàˀ,mbàˀ,mbə́làˀ"	a151nkongho,a15ambuu,a15celungcentralmanenguba,njengrassfields
àː	àː/aː	A	Vowel	14	U+00E0 U+02D0	"mwàːkì,swàːkà,àːɲí"	b11borungu,b11cgalwa,b11ddyumba,e51kikuyu,e52mbeere,je42gusii
à̀	à̀/a	A	Vowel	2	U+00E0 U+0300	"gà̀ná,mwanà̀"	a22bakweri,h16flaadi
à́	à́/a	A	Vowel	1	U+00E0 U+0301	"mà́mbà"	h16flaadi
á:	á:/aː	A	Vowel	40	U+00E1 U+003A	"nzá:là,sá:ká,ìsá:bɔ̀"	a33ayasa,b202sigu,b21seki,b78wuumu,b81tiene,b862lwel,b864ngong,l35sanga,okugrassfields,r11umbundu
áˀ	áˀ/aˀ	A	Vowel	4	U+00E1 U+02C0	"myáˀ,ndáˀ,ɲàŋáˀ"	a141lefo,a151nkongho
áː	áː/aː	A	Vowel	40	U+00E1 U+02D0	"etáː,òŋwáːŋgá,òɣwáːnà"	b11borungu,b11ddyumba,b85emput,b85yanzi,b861ngul,b863pindi,b86dinga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,je42gusii
á̍	á̍/a	A	Vowel	1	U+00E1 U+030D	"á̍cána"	d55buyu
á̠	á̠/a	A	Vowel	1	U+00E1 U+0320	"úkɩ̠̍l̠á̠"	r11umbundu
á̰	á̰/ã	A	Vowel	1	U+00E1 U+0330	"báŋá̰"	a93kako
â:	â:/aː	A	Vowel	3	U+00E2 U+003A	"bà-sâ:tù,líbâ:lì,lípâ:lù"	b202sigu
âˀ	âˀ/aˀ	A	Vowel	1	U+00E2 U+02C0	"ŋ́kâˀ"	aghemgrassfields
æ̀	æ̀/æ	E	Vowel	3	U+00E6 U+0300	"myæ̀ǽˀ,ɛ̀ˀ-bæ̀æ̀"	a15bmiengenwmanenguba,a15cmkaa
æ̂	æ̂/æ	E	Vowel	1	U+00E6 U+0302	"-tæ̂"	a15bmiengenwmanenguba
æ̌	æ̌/æ	E	Vowel	3	U+00E6 U+030C	"mwæ̌,myæ̌,ɲæ̌n"	a15bmiengenwmanenguba,a15celungcentralmanenguba
è:	è:/eː	E	Vowel	7	U+00E8 U+003A	"-tè:dek-,dìdè:mì,lu-sè:ngò"	b21seki,je31cbukusu,l23songe,l33lubashaba,l35sanga
èʼ	èʼ/eˀ	E	Vowel	1	U+00E8 U+02BC	"èʼ-oə́"	a15cakossi
èˀ	èˀ/eˀ	E	Vowel	4	U+00E8 U+02C0	"tèˀ,èˀ-só,ɛ̀-kèˀ"	a141lefo,a15ambuu,a15cakossi
èː	èː/eː	E	Vowel	8	U+00E8 U+02D0	"-èːja,mèːŋgò,èːlá"	b11ddyumba,e531mwimbi,e53igoji,e53imenti,e53miutini
è̄	è̄/e	E	Vowel	1	U+00E8 U+0304	"zè̄é̄y(ŋ)"	a51bafiamaja
è̤	è̤/e	E	Vowel	1	U+00E8 U+0324	"esè̤k-bi"	a72aewondo
é:	é:/eː	E	Vowel	13	U+00E9 U+003A	"lé:bà,nzé:,pé:yí"	a33ayasa,a51bafiamaja,b202sigu,b21seki,c322zamba,c81dengese,okugrassfields
éʷ	é/e w	E W	Vowel Consonant	1	U+00E9 U+02B7	"màléʷ"	a42abo
éˀ	éˀ/eˀ	E	Vowel	2	U+00E9 U+02C0	"mà-déˀ,à-séˀ"	a141lefo,a15celungcentralmanenguba
éː	éː/eː	E	Vowel	26	U+00E9 U+02D0	"riéːtwa,èɾéːɾé,ɣó ɗyéːmbâ"	b11ddyumba,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini
é̀	é̀/e	E	Vowel	1	U+00E9 U+0300	"ǹké̀ntó"	h16flaadi
é̄	é̄/e	E	Vowel	2	U+00E9 U+0304	"fyé̄y(ŋ),zè̄é̄y(ŋ)"	a51bafiamaja
é̤	é̤/e	E	Vowel	3	U+00E9 U+0324	"ngé̤m,nsé̤le̤k-mi,yé̤le̤"	a72aewondo
é̱	é̱/e	E	Vowel	2	U+00E9 U+0331	"mwé̱ń,é̱ne̱"	a24duala
ê:	ê:/eː	E	Vowel	1	U+00EA U+003A	"mbê:dǐ"	b202sigu
ì:	ì:/iː	I	Vowel	11	U+00EC U+003A	"ilì:no,ì:sá,ŋgì:ŋi"	a51bafiamaja,b202sigu,b21seki,m42bemba
ìˀ	ìˀ/iˀ	I	Vowel	4	U+00EC U+02C0	"tìˀ,è-hìˀ,ɛ̀-fìˀ"	a141lefo,a151nkongho,a15bmiengenwmanenguba
ìː	ìː/iː	I	Vowel	7	U+00EC U+02D0	"ìnìːnì,ìːké,ìːɗó"	b11cgalwa,b11ddyumba
ì̀	ì̀/i	I	Vowel	2	U+00EC U+0300	"mpì̀mpá,ì̀-fumo"	h16flaadi,m42bemba
ì̄	ì̄/i	I	Vowel	1	U+00EC U+0304	"fɷ̀-sí̄ì̄"	a51bafiamaja
ì̍	ì̍/i	I	Vowel	1	U+00EC U+030D	"kɯ̀-kùì̍"	a53bafiarikpa
ì̧	ì̧/i	I	Vowel	65	U+00EC U+0327	"mwì̧kì̧,mùúkì̧,ìsànì̧"	c76ombo,d11mbole,d14enya,d211kango,d24songola,d25lega,d32birabunia,d43nyanga
í:	í:/iː	I	Vowel	17	U+00ED U+003A	"dí:-shìndà,kí:tà,βí:ɗì"	a51bafiamaja,b202sigu,b21seki,b81tiene,h41mbala,k14lwena,l35sanga,okugrassfields
íʷ	í/i w	I W	Vowel Consonant	1	U+00ED U+02B7	"níʷ"	a42abo
íˀ	íˀ/iˀ	I	Vowel	9	U+00ED U+02C0	"-jíˀ,líˀ,mə-díˀ"	a151nkongho,a15bmiengenwmanenguba,a15cmkaa,mungakagrassfields
íː	íː/iː	I	Vowel	25	U+00ED U+02D0	"moɲíːríða,màníːŋgò,ŋgíːŋgɔ́"	b11ddyumba,b11fenenga,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini
í̀	í̀/i	I	Vowel	2	U+00ED U+0300	"ìsí̀,ɡ̀ẅí̀"	moghamograssfields,njengrassfields
í́	í́/i	I	Vowel	2	U+00ED U+0301	"phí́,pí́"	a151nkongho,bilejarawan
í̄	í̄/i	I	Vowel	1	U+00ED U+0304	"fɷ̀-sí̄ì̄"	a51bafiamaja
í̧	í̧/i	I	Vowel	38	U+00ED U+0327	"mù̧sí̧è,ngi̧li̧(ní̧),í̧so"	d14enya,d24songola,d32birabunia,d43nyanga,d55buyu
î:	î:/iː	I	Vowel	2	U+00EE U+003A	"dî:so,mwî:rì"	b202sigu,l33lubashaba
î̧	î̧/i	I	Vowel	1	U+00EE U+0327	"íyî̧"	moghamograssfields
